"SIRUTA";"DENLOC";"CODP";"JUD";"SIRSUP";"TIP";"NIV";"MED";"REGIUNE";"FSJ";"FS2";"FS3";"FSL";"rang";"fictiv"
43073,00;"DUDEªTI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0950951000000";"IV";
43082,00;"DUDEªTI";817040,00;9;43073,00;22;3;"3";2;9;"0950951";"1004365";"0950951304371";"IV";
43091,00;"BUMBACARI";817041,00;9;43073,00;23;3;"3";2;9;"0950951";"3001876";"0950951701877";"V";
43108,00;"TATARU";817042,00;9;43073,00;23;3;"3";2;9;"0950951";"3011833";"0950951711848";"V";
43117,00;"FRECAÞEI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951040000000";"IV";
43126,00;"FRECAÞEI";817045,00;9;43117,00;22;3;"3";2;9;"0951040";"1004876";"0951040304875";"IV";
43135,00;"AGAUA";817046,00;9;43117,00;23;3;"3";2;9;"0951040";"3000054";"0951040700054";"V";
43144,00;"CISTIA";817047,00;9;43117,00;23;3;"3";2;9;"0951040";"3002868";"0951040702782";"V";
43153,00;"SALCIA";817048,00;9;43117,00;23;3;"3";2;9;"0951040";"3010253";"0951040710266";"V";
43162,00;"STOIENEªTI";817049,00;9;43117,00;23;3;"3";2;9;"0951040";"3011283";"0951040711300";"V";
43171,00;"TITCOV";817051,00;9;43117,00;23;3;"3";2;9;"0951040";"3012065";"0951040712034";"V";
43180,00;"GALBENU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951057000000";"IV";
43199,00;"GALBENU";817055,00;9;43180,00;22;3;"3";2;9;"0951057";"1004966";"0951057304972";"IV";
43206,00;"DROGU";817056,00;9;43180,00;23;3;"3";2;9;"0951057";"3004348";"0951057704354";"V";
43215,00;"PÎNTECANI";817057,00;9;43180,00;23;3;"3";2;9;"0951057";"3008630";"0951057708913";"V";
43224,00;"SATUC";817058,00;9;43180,00;23;3;"3";2;9;"0951057";"3010539";"0951057710552";"V";
43233,00;"ZAMFIREªTI";817059,00;9;43180,00;23;3;"3";2;9;"0951057";"3013609";"0951057713626";"V";
43242,00;"GEMENELE";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951083000000";"IV";
43251,00;"GEMENELE";817060,00;9;43242,00;22;3;"3";2;9;"0951083";"1005132";"0951083305091";"IV";
43260,00;"GAVANI";817061,00;9;43242,00;23;3;"3";2;9;"0951083";"3005055";"0951083705061";"V";
43279,00;"GRADIªTEA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951173000000";"IV";
43288,00;"GRADIªTEA";817065,00;9;43279,00;22;3;"3";2;9;"0951173";"1005457";"0951173305463";"IV";
43297,00;"IBRIANU";817066,00;9;43279,00;23;3;"3";2;9;"0951173";"3006043";"0951173706051";"V";
43304,00;"MARALOIU";817067,00;9;43279,00;23;3;"3";2;9;"0951173";"3007001";"0951173707010";"V";
43313,00;"GROPENI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951200000000";"IV";
43322,00;"GROPENI";817070,00;9;43313,00;22;3;"3";2;9;"0951200";"1005532";"0951200305537";"IV";
43466,00;"JIRLAU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951370000000";"IV";
43475,00;"JIRLAU";817075,00;9;43466,00;22;3;"3";2;9;"0951370";"1006383";"0951370306391";"IV";
43484,00;"BRADEANCA";817076,00;9;43466,00;23;3;"3";2;9;"0951370";"3001548";"0951370701548";"V";
43493,00;"MARAªU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951531000000";"IV";
43509,00;"MARAªU";817080,00;9;43493,00;22;3;"3";2;9;"0951531";"1007191";"0951531307201";"IV";
43518,00;"BANDOIU";817081,00;9;43493,00;23;3;"3";2;9;"0951531";"3000714";"0951531700713";"V";
43527,00;"MAGURENI";817082,00;9;43493,00;23;3;"3";2;9;"0951531";"3007120";"0951531707128";"V";
43536,00;"NEDEICU";817083,00;9;43493,00;23;3;"3";2;9;"0951531";"3007919";"0951531707929";"V";
43545,00;"PLOPI";817084,00;9;43493,00;23;3;"3";2;9;"0951531";"3009018";"0951531709026";"V";
43554,00;"ÞACAU";817086,00;9;43493,00;23;3;"3";2;9;"0951531";"3012332";"0951531712349";"V";
43563,00;"MAXINENI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951547000000";"IV";
43572,00;"MAXINENI";817090,00;9;43563,00;22;3;"3";2;9;"0951547";"1007271";"0951547307281";"IV";
43581,00;"CORBU NOU";817091,00;9;43563,00;23;3;"3";2;9;"0951547";"3003218";"0951547703221";"V";
43590,00;"CORBU VECHI";817092,00;9;43563,00;23;3;"3";2;9;"0951547";"3003219";"0951547703222";"V";
43607,00;"LATINU";817093,00;9;43563,00;23;3;"3";2;9;"0951547";"3006461";"0951547706469";"V";
43616,00;"VOINEªTI";817094,00;9;43563,00;23;3;"3";2;9;"0951547";"3013517";"0951547713532";"V";
43625,00;"MIRCEA VODA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951601000000";"IV";
43634,00;"MIRCEA VODA";817095,00;9;43625,00;22;3;"3";2;9;"0951601";"1007542";"0951601307513";"IV";
43643,00;"DEDULEªTI";817096,00;9;43625,00;23;3;"3";2;9;"0951601";"3003981";"0951601703951";"V";
43652,00;"MOVILA MIRESII";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0951655000000";"IV";
43661,00;"MOVILA MIRESII";817100,00;9;43652,00;22;3;"3";2;9;"0951655";"1007755";"0951655307764";"IV";
43670,00;"ESNA";817101,00;9;43652,00;23;3;"3";2;9;"0951655";"3004517";"0951655704522";"V";
43689,00;"ÞEPEª VODA";817102,00;9;43652,00;23;3;"3";2;9;"0951655";"3012359";"0951655712370";"V";
43698,00;"RACOVIÞA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952318000000";"IV";
43705,00;"RACOVIÞA";817105,00;9;43698,00;22;3;"3";2;9;"0952318";"1009670";"0952318309683";"IV";
43714,00;"CORBENI";817106,00;9;43698,00;23;3;"3";2;9;"0952318";"3003198";"0952318703201";"V";
43723,00;"CUSTURA";817107,00;9;43698,00;23;3;"3";2;9;"0952318";"3003754";"0952318703758";"V";
43732,00;"RÎMNICELU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952327000000";"IV";
43741,00;"RÎMNICELU";817110,00;9;43732,00;22;3;"3";2;9;"0952327";"1009850";"0952327309711";"IV";
43750,00;"BOARCA";817111,00;9;43732,00;23;3;"3";2;9;"0952327";"3001167";"0952327701168";"V";
43769,00;"CONSTANTINEªTI";817112,00;9;43732,00;23;3;"3";2;9;"0952327";"3003157";"0952327703160";"V";
43778,00;"MIHAIL KOGALNICEANU";817113,00;9;43732,00;23;3;"3";2;9;"0952327";"3007463";"0952327707435";"V";
43787,00;"ROMANU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952398000000";"IV";
43796,00;"ROMANU";817115,00;9;43787,00;22;3;"3";2;9;"0952398";"1010024";"0952398310036";"IV";
43803,00;"OANCEA";817116,00;9;43787,00;23;3;"3";2;9;"0952398";"3008106";"0952398708117";"V";
43812,00;"ROªIORI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952418000000";"IV";
43821,00;"ROªIORI";817120,00;9;43812,00;22;3;"3";2;9;"0952418";"1010084";"0952418310097";"IV";
43830,00;"COLÞEA";817121,00;9;43812,00;23;3;"3";2;9;"0952418";"3003098";"0952418703100";"V";
43849,00;"FLORICA";817122,00;9;43812,00;23;3;"3";2;9;"0952418";"3004803";"0952418704808";"V";
43858,00;"PRIBEAGU";817123,00;9;43812,00;23;3;"3";2;9;"0952418";"3009498";"0952418709511";"V";
43867,00;"SALCIA TUDOR";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952446000000";"IV";
43876,00;"SALCIA TUDOR";817125,00;9;43867,00;22;3;"3";2;9;"0952446";"1010259";"0952446310272";"IV";
43885,00;"ARICIU";817126,00;9;43867,00;23;3;"3";2;9;"0952446";"3000301";"0952446700302";"V";
43894,00;"CUZA VODA";817127,00;9;43867,00;23;3;"3";2;9;"0952446";"3003773";"0952446703775";"V";
43901,00;"GULIANCA";817128,00;9;43867,00;23;3;"3";2;9;"0952446";"3005584";"0952446705591";"V";
43910,00;"OLANEASCA";817129,00;9;43867,00;23;3;"3";2;9;"0952446";"3008240";"0952446708252";"V";
43929,00;"SCORÞARU NOU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952536000000";"IV";
43938,00;"SCORÞARU NOU";817130,00;9;43929,00;22;3;"3";2;9;"0952536";"1010757";"0952536310664";"IV";
43947,00;"DEªIRAÞI";817131,00;9;43929,00;23;3;"3";2;9;"0952536";"3004036";"0952536704006";"V";
43956,00;"GURGUIEÞI";817132,00;9;43929,00;23;3;"3";2;9;"0952536";"3005661";"0952536705668";"V";
43965,00;"NICOLAE BALCESCU";817133,00;9;43929,00;23;3;"3";2;9;"0952536";"3008013";"0952536708023";"V";
43974,00;"PITULAÞI";817134,00;9;43929,00;23;3;"3";2;9;"0952536";"3008933";"0952536708897";"V";
43983,00;"SIHLEANU";817136,00;9;43929,00;23;3;"3";2;9;"0952536";"3010897";"0952536710806";"V";
43992,00;"SILIªTEA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952567000000";"IV";
44006,00;"SILIªTEA";817140,00;9;43992,00;22;3;"3";2;9;"0952567";"1010911";"0952567310814";"IV";
44015,00;"COTU LUNG";817141,00;9;43992,00;23;3;"3";2;9;"0952567";"3003438";"0952567703441";"V";
44024,00;"COTU MIHALEA";817142,00;9;43992,00;23;3;"3";2;9;"0952567";"3003441";"0952567703444";"V";
44033,00;"MARTACEªTI";817143,00;9;43992,00;23;3;"3";2;9;"0952567";"3007238";"0952567707248";"V";
44042,00;"MUCHEA";817144,00;9;43992,00;23;3;"3";2;9;"0952567";"3007779";"0952567707788";"V";
44051,00;"VAMEªU";817146,00;9;43992,00;23;3;"3";2;9;"0952567";"3013040";"0952567713055";"V";
44060,00;"STANCUÞA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952645000000";"IV";
44079,00;"STANCUÞA";817150,00;9;44060,00;22;3;"3";2;9;"0952645";"1011180";"0952645311197";"IV";
44088,00;"CUZA VODA";817151,00;9;44060,00;23;3;"3";2;9;"0952645";"3003772";"0952645703777";"V";
44097,00;"POLIZEªTI";817152,00;9;44060,00;23;3;"3";2;9;"0952645";"3009317";"0952645709329";"V";
44104,00;"STANCA";817153,00;9;44060,00;23;3;"3";2;9;"0952645";"3011164";"0952645711181";"V";
44113,00;"SURDILA-GAISEANCA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952696000000";"IV";
44122,00;"SURDILA-GAISEANCA";817155,00;9;44113,00;22;3;"3";2;9;"0952696";"1011427";"0952696311444";"IV";
44131,00;"FILIPEªTI";817156,00;9;44113,00;23;3;"3";2;9;"0952696";"3004738";"0952696704693";"V";
42771,00;"SURDILA-GRECI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952697000000";"IV";
42780,00;"SURDILA-GRECI";817160,00;9;42771,00;22;3;"3";2;9;"0952697";"1011428";"0952697311445";"IV";
42799,00;"BRATEªU VECHI";817161,00;9;42771,00;23;3;"3";2;9;"0952697";"3001526";"0952697701527";"V";
42806,00;"FAUREI SAT";817162,00;9;42771,00;23;3;"3";2;9;"0952697";"3004596";"0952697704601";"V";
42815,00;"HORIA";817163,00;9;42771,00;23;3;"3";2;9;"0952697";"3005907";"0952697705916";"V";
44140,00;"ªUÞEªTI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952784000000";"IV";
44159,00;"ªUÞEªTI";817164,00;9;44140,00;22;3;"3";2;9;"0952784";"1011738";"0952784311755";"IV";
44168,00;"MIHAIL KOGALNICEANU";817165,00;9;44140,00;23;3;"3";2;9;"0952784";"3007460";"0952784707431";"V";
44177,00;"TICHILEªTI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952835000000";"IV";
44186,00;"TICHILEªTI";817170,00;9;44177,00;22;3;"3";2;9;"0952835";"1012010";"0952835311978";"IV";
44195,00;"ALBINA";817171,00;9;44177,00;23;3;"3";2;9;"0952835";"3000110";"0952835700109";"V";
44202,00;"TRAIAN";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952883000000";"IV";
44211,00;"TRAIAN";817175,00;9;44202,00;22;3;"3";2;9;"0952883";"1012180";"0952883312194";"IV";
44220,00;"CALDARUªA";817176,00;9;44202,00;23;3;"3";2;9;"0952883";"3002144";"0952883702145";"V";
44239,00;"SILISTRARU";817177,00;9;44202,00;23;3;"3";2;9;"0952883";"3010900";"0952883710809";"V";
44248,00;"URLEASCA";817178,00;9;44202,00;23;3;"3";2;9;"0952883";"3012550";"0952883712566";"V";
44257,00;"TUDOR VLADIMIRESCU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952894000000";"IV";
44266,00;"TUDOR VLADIMIRESCU";817180,00;9;44257,00;22;3;"3";2;9;"0952894";"1012242";"0952894312259";"IV";
44284,00;"COMANEASCA";817182,00;9;44257,00;23;3;"3";2;9;"0952894";"3003122";"0952894703125";"V";
44293,00;"SCORÞARU VECHI";817183,00;9;44257,00;23;3;"3";2;9;"0952894";"3010758";"0952894710665";"V";
44300,00;"TUFEªTI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952897000000";"IV";
44319,00;"TUFEªTI";817185,00;9;44300,00;22;3;"3";2;9;"0952897";"1012257";"0952897312274";"IV";
44328,00;"ULMU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952944000000";"IV";
44337,00;"ULMU";817190,00;9;44328,00;22;3;"3";2;9;"0952944";"1012474";"0952944312491";"IV";
44346,00;"JUGUREANU";817191,00;9;44328,00;23;3;"3";2;9;"0952944";"3006411";"0952944706419";"V";
44355,00;"UNIREA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0952957000000";"IV";
44364,00;"UNIREA";817195,00;9;44355,00;22;3;"3";2;9;"0952957";"1012517";"0952957312534";"IV";
44373,00;"MOROTEªTI";817196,00;9;44355,00;23;3;"3";2;9;"0952957";"3007704";"0952957707713";"V";
44382,00;"VALEA CÎNEPII";817197,00;9;44355,00;23;3;"3";2;9;"0952957";"3012700";"0952957712726";"V";
44391,00;"VADENI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0953025000000";"IV";
44408,00;"VADENI";817200,00;9;44391,00;22;3;"3";2;9;"0953025";"1013083";"0953025313100";"IV";
44417,00;"BALDOVINEªTI";817201,00;9;44391,00;23;3;"3";2;9;"0953025";"3000445";"0953025700446";"V";
44426,00;"PIETROIU";817202,00;9;44391,00;23;3;"3";2;9;"0953025";"3008876";"0953025708840";"V";
44435,00;"VICTORIA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0953060000000";"IV";
44444,00;"VICTORIA";817205,00;9;44435,00;22;3;"3";2;9;"0953060";"1013329";"0953060313264";"IV";
44453,00;"MIHAI BRAVU";817206,00;9;44435,00;23;3;"3";2;9;"0953060";"3007449";"0953060707420";"V";
44462,00;"VIªANI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0953078000000";"IV";
44471,00;"VIªANI";817210,00;9;44462,00;22;3;"3";2;9;"0953078";"1013413";"0953078313347";"IV";
44480,00;"CÎINENI-BAI";817211,00;9;44462,00;23;3;"3";2;9;"0953078";"3002319";"0953078702863";"V";
44499,00;"PLASOIU";817212,00;9;44462,00;23;3;"3";2;9;"0953078";"3008967";"0953078708979";"V";
44505,00;"VIZIRU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0953088000000";"IV";
44514,00;"VIZIRU";817215,00;9;44505,00;22;3;"3";2;9;"0953088";"1013443";"0953088313378";"IV";
44523,00;"LANURILE";817216,00;9;44505,00;23;3;"3";2;9;"0953088";"3006448";"0953088706456";"V";
44532,00;"ZAVOAIA";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0953170000000";"IV";
44541,00;"ZAVOAIA";817220,00;9;44532,00;22;3;"3";2;9;"0953170";"1013653";"0953170313671";"IV";
44550,00;"DUDESCU";817221,00;9;44532,00;23;3;"3";2;9;"0953170";"3004364";"0953170704370";"V";
109,00;"JUDEÞUL BUZAU";0,00;10;1,00;40;1;"0";2;10;"     ";"       ";"1000000000000";;
44818,00;"MUNICIPIUL BUZAU";0,00;10;109,00;1;2;"1";2;10;"10";"       ";"1011688000000";"II";
44827,00;"BUZAU";0,00;10;44818,00;9;3;"1";2;10;"1011688";"1001978";"1011688101979";"II";
44845,00;"MUNICIPIUL RÂMNICU SARAT";0,00;10;109,00;4;2;"1";2;10;"10";"       ";"1021736000000";"II";
44854,00;"RÂMNICU SARAT";125300,00;10;44845,00;9;3;"1";2;10;"1021736";"1009855";"1021736109856";"II";
47916,00;"ORAª NEHOIU";0,00;10;109,00;2;2;"1";2;10;"10";"       ";"1031989000000";"III";
47925,00;"NEHOIU";125100,00;10;47916,00;17;3;"1";2;10;"1031989";"1007976";"1031989207986";"III";
47934,00;"BÎSCA ROZILEI";125101,00;10;47916,00;19;3;"1";2;10;"1031989";"3000887";"1031989601122";"V";
47943,00;"CHIRLEªTI";125102,00;10;47916,00;19;3;"1";2;10;"1031989";"3002681";"1031989602594";"V";
47952,00;"CURMATURA";125103,00;10;47916,00;19;3;"1";2;10;"1031989";"3003728";"1031989603730";"V";
47961,00;"LUNCA PRIPORULUI";125104,00;10;47916,00;19;3;"1";2;10;"1031989";"3006848";"1031989606857";"V";
47970,00;"MLAJET";125105,00;10;47916,00;19;3;"1";2;10;"1031989";"3007596";"1031989607605";"V";
47989,00;"NEHOIAªU";125106,00;10;47916,00;19;3;"1";2;10;"1031989";"3007975";"1031989607985";"V";
47998,00;"PALTINENI";125107,00;10;47916,00;19;3;"1";2;10;"1031989";"3008536";"1031989608548";"V";
48003,00;"STANILA";125108,00;10;47916,00;19;3;"1";2;10;"1031989";"3011193";"1031989611210";"V";
48012,00;"VINEÞIªU";125109,00;10;47916,00;19;3;"1";2;10;"1031989";"3013390";"1031989613325";"V";
48325,00;"ORAª PATÂRLAGELE";0,00;10;109,00;2;2;"1";2;10;"10";"       ";"1032001000000";"IV";
48334,00;"PATÂRLAGELE";127430,00;10;48325,00;17;3;"1";2;10;"1032001";"1008572";"1032001208584";"IV";
48343,00;"CALEA CHIOJDULUI";127431,00;10;48325,00;19;3;"1";2;10;"1032001";"3002008";"1032001602009";"V";
48352,00;"CRÂNG";127432,00;10;48325,00;19;3;"1";2;10;"1032001";"3003527";"1032001603526";"V";
48361,00;"FUNDATURILE";127433,00;10;48325,00;19;3;"1";2;10;"1032001";"3004918";"1032001604924";"V";
48370,00;"GORNET";127434,00;10;48325,00;19;3;"1";2;10;"1032001";"3005428";"1032001605434";"V";
48389,00;"LUNCA";127436,00;10;48325,00;19;3;"1";2;10;"1032001";"3006796";"1032001606795";"V";
48405,00;"MANASTIREA";127437,00;10;48325,00;19;3;"1";2;10;"1032001";"3007164";"1032001607175";"V";
48398,00;"MARUNÞIªU";127438,00;10;48325,00;19;3;"1";2;10;"1032001";"3007255";"1032001607265";"V";
48414,00;"MUªCEL";127439,00;10;48325,00;18;3;"1";2;10;"1032001";"3007842";"1032001607852";"V";
48423,00;"POIENILE";127441,00;10;48325,00;18;3;"1";2;10;"1032001";"3009283";"1032001609296";"V";
48432,00;"SIBICIU DE SUS";127442,00;10;48325,00;18;3;"1";2;10;"1032001";"3010877";"1032001610786";"V";
48441,00;"STROEªTI";127443,00;10;48325,00;18;3;"1";2;10;"1032001";"3011339";"1032001611356";"V";
48450,00;"VALEA LUPULUI";127444,00;10;48325,00;18;3;"1";2;10;"1032001";"3012812";"1032001612826";"V";
48469,00;"VALEA SIBICIULUI";127446,00;10;48325,00;18;3;"1";2;10;"1032001";"3012966";"1032001612977";"V";
48478,00;"VALEA VIEI";127447,00;10;48325,00;18;3;"1";2;10;"1032001";"3013019";"1032001613033";"V";
48744,00;"ORAª POGOANELE";0,00;10;109,00;2;2;"1";2;10;"10";"       ";"1032007000000";"III";
48753,00;"POGOANELE";125200,00;10;48744,00;17;3;"1";2;10;"1032007";"1009151";"1032007209163";"III";
48762,00;"CALDARAªTI";125201,00;10;48744,00;18;3;"1";2;10;"1032007";"2002143";"1032007602144";"V";
44863,00;"AMARU";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050052000000";"IV";
44872,00;"AMARU";127005,00;10;44863,00;22;3;"3";2;10;"1050052";"1000193";"1050052300194";"IV";
44881,00;"CÎMPENI";127006,00;10;44863,00;23;3;"3";2;10;"1050052";"3002335";"1050052702880";"V";
44890,00;"DULBANU";127007,00;10;44863,00;23;3;"3";2;10;"1050052";"3004373";"1050052704379";"V";
44907,00;"LACU SINAIA";127008,00;10;44863,00;23;3;"3";2;10;"1050052";"3006439";"1050052706447";"V";
44916,00;"LUNCA";127009,00;10;44863,00;23;3;"3";2;10;"1050052";"3006788";"1050052706792";"V";
44925,00;"SCORÞEANCA";127011,00;10;44863,00;23;3;"3";2;10;"1050052";"3010759";"1050052710666";"V";
44934,00;"BALTA ALBA";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050123000000";"IV";
44943,00;"BALTA ALBA";127015,00;10;44934,00;22;3;"3";2;10;"1050123";"1000467";"1050123300468";"IV";
44952,00;"AMARA";127016,00;10;44934,00;23;3;"3";2;10;"1050123";"3000190";"1050123700191";"V";
44961,00;"BAILE";127017,00;10;44934,00;23;3;"3";2;10;"1050123";"3000604";"1050123700604";"V";
44970,00;"STAVARAªTI";127018,00;10;44934,00;23;3;"3";2;10;"1050123";"3011204";"1050123711221";"V";
44989,00;"BALACEANU";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050154000000";"IV";
44998,00;"BALACEANU";127020,00;10;44989,00;22;3;"3";2;10;"1050154";"1000641";"1050154300640";"IV";
45003,00;"BECENI";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050195000000";"IV";
45012,00;"BECENI";127025,00;10;45003,00;22;3;"3";2;10;"1050195";"1000895";"1050195300809";"IV";
45021,00;"ARBANAªI";127026,00;10;45003,00;23;3;"3";2;10;"1050195";"3000264";"1050195700265";"V";
45030,00;"CARPINIªTEA";127027,00;10;45003,00;23;3;"3";2;10;"1050195";"3002273";"1050195702274";"V";
45049,00;"DOGARI";127028,00;10;45003,00;23;3;"3";2;10;"1050195";"3004160";"1050195704167";"V";
45058,00;"FLOREªTI";127029,00;10;45003,00;23;3;"3";2;10;"1050195";"3004788";"1050195704793";"V";
45067,00;"GURA DIMIENII";127031,00;10;45003,00;23;3;"3";2;10;"1050195";"3005603";"1050195705610";"V";
45076,00;"IZVORU DULCE";127032,00;10;45003,00;23;3;"3";2;10;"1050195";"3006310";"1050195706319";"V";
45085,00;"MARGARIÞI";127033,00;10;45003,00;23;3;"3";2;10;"1050195";"3007217";"1050195707227";"V";
45094,00;"VALEA PARULUI";127034,00;10;45003,00;23;3;"3";2;10;"1050195";"3012896";"1050195712910";"V";
45101,00;"BERCA";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050211000000";"IV";
45110,00;"BERCA";127035,00;10;45101,00;22;3;"3";2;10;"1050211";"1000973";"1050211300887";"IV";
45129,00;"BACENI";127036,00;10;45101,00;23;3;"3";2;10;"1050211";"3000555";"1050211700555";"V";
45138,00;"COJANU";127037,00;10;45101,00;23;3;"3";2;10;"1050211";"3003050";"1050211703052";"V";
45147,00;"JOSENI";127038,00;10;45101,00;23;3;"3";2;10;"1050211";"3006402";"1050211706410";"V";
45156,00;"MÎNASTIREA RATEªTI";127039,00;10;45101,00;23;3;"3";2;10;"1050211";"3007285";"1050211707572";"V";
45165,00;"PÎCLELE";127041,00;10;45101,00;23;3;"3";2;10;"1050211";"3008619";"1050211708904";"V";
45174,00;"PLEªCOI";127042,00;10;45101,00;23;3;"3";2;10;"1050211";"3008983";"1050211708995";"V";
45183,00;"PLEªEªTI";127043,00;10;45101,00;23;3;"3";2;10;"1050211";"3008990";"1050211708999";"V";
45192,00;"RATEªTI";127044,00;10;45101,00;23;3;"3";2;10;"1050211";"3009815";"1050211709827";"V";
45209,00;"SATUC";127046,00;10;45101,00;23;3;"3";2;10;"1050211";"3010538";"1050211710551";"V";
45218,00;"TÎÞÎRLIGU";127047,00;10;45101,00;23;3;"3";2;10;"1050211";"3011927";"1050211712090";"V";
45227,00;"VALEA NUCULUI";127048,00;10;45101,00;23;3;"3";2;10;"1050211";"3012888";"1050211712903";"V";
45236,00;"VÎFORÂTA";127049,00;10;45101,00;23;3;"3";2;10;"1050211";"3013348";"1050211713383";"V";
45245,00;"BISOCA";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050250000000";"IV";
45254,00;"BISOCA";127055,00;10;45245,00;22;3;"3";2;10;"1050250";"1001101";"1050250301015";"IV";
45263,00;"BALTAGARI";127056,00;10;45245,00;23;3;"3";2;10;"1050250";"3000678";"1050250700677";"V";
45272,00;"LACURILE";127057,00;10;45245,00;23;3;"3";2;10;"1050250";"3006441";"1050250706449";"V";
45281,00;"LOPATAREASA";127058,00;10;45245,00;23;3;"3";2;10;"1050250";"3006723";"1050250706732";"V";
45290,00;"PLEªI";127059,00;10;45245,00;23;3;"3";2;10;"1050250";"3008991";"1050250709004";"V";
45307,00;"RECEA";127061,00;10;45245,00;23;3;"3";2;10;"1050250";"3009894";"1050250709871";"V";
45316,00;"SARILE";127062,00;10;45245,00;23;3;"3";2;10;"1050250";"3010511";"1050250710524";"V";
45325,00;"ªINDRILA";127063,00;10;45245,00;23;3;"3";2;10;"1050250";"3011583";"1050250711599";"V";
45334,00;"BLAJANI";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050275000000";"IV";
45343,00;"BLAJANI";127651,00;10;45334,00;22;3;"3";2;10;"1050275";"1001140";"1050275301141";"IV";
45352,00;"SOREªTI";127066,00;10;45334,00;23;3;"3";2;10;"1050275";"3011124";"1050275711141";"V";
45361,00;"BOLDU";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050310000000";"IV";
45370,00;"BOLDU";127070,00;10;45361,00;22;3;"3";2;10;"1050310";"1001330";"1050310301331";"IV";
45389,00;"BOZIORU";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050341000000";"IV";
45398,00;"BOZIORU";127075,00;10;45389,00;22;3;"3";2;10;"1050341";"1001488";"1050341301488";"IV";
45405,00;"BUDUILE";127076,00;10;45389,00;23;3;"3";2;10;"1050341";"3001818";"1050341701819";"V";
45414,00;"FIªICI";127077,00;10;45389,00;23;3;"3";2;10;"1050341";"3004766";"1050341704721";"V";
45423,00;"GAVANELE";127078,00;10;45389,00;23;3;"3";2;10;"1050341";"3005054";"1050341705060";"V";
45432,00;"GRESIA";127079,00;10;45389,00;23;3;"3";2;10;"1050341";"3005505";"1050341705508";"V";
45441,00;"IZVOARELE";127081,00;10;45389,00;23;3;"3";2;10;"1050341";"3006272";"1050341706278";"V";
45450,00;"NUCU";127082,00;10;45389,00;23;3;"3";2;10;"1050341";"3008100";"1050341708111";"V";
45469,00;"SCAENI";127083,00;10;45389,00;23;3;"3";2;10;"1050341";"3010688";"1050341710595";"V";
45478,00;"ULMET";127084,00;10;45389,00;23;3;"3";2;10;"1050341";"3012462";"1050341712479";"V";
45487,00;"VAVALUCILE";127086,00;10;45389,00;23;3;"3";2;10;"1050341";"3013180";"1050341713195";"V";
45496,00;"BRADEANU";0,00;10;109,00;3;2;"3";2;10;"10";"       ";"1050359000000";"IV";
